# vm_axis_plan.tsv —— CMF-03_A §2（只出 plan，不填）。每列＝一條 TC × 其 PC 所載之一個配置軸。
# **不作「PROXI 值 → 該 TC 適用與否」之判定**，三台之值只並列。Dec 與 PROXI Read 不一致者兩值並列。
# literal_match：該台之 PROXI label 字面出現於該 PC 行者列其名；否則 none。
# 出處：features/comfort/docs/reports/proxi_axis_values.tsv（CMF-02 §5-1，唯讀）。
tc_id	req_id	axis	proxi_parameter	pc_line_verbatim	proxi_Promaster	proxi_Toro	proxi_Fastback	literal_match
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	ATC／MTC	Climate_Type	The vehicle has an ATC climate system, for which the temperature displays the current degree	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
