B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
478	502	vf230_batch05.json	Park Sense Front Volume	SWE1-VC-ParkSenseFrontVolume-081	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as High -> The Park Sense Front Volume setting is displayed as High)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Park Sense Front Volume"" customer setting is set to Low"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Park Sense Front Volume"" customer setting to High and check that TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 2 (High) is transmitted
3. Read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as High"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 2 (High) is sent
3. The Park Sense Front Volume setting is displayed as High"	VF230_V1_PHDCC27_VF_5757	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
479	503	vf230_batch05.json	Rain Sensing Wipers	SWE1-VC-RainSensingWipers-055	Vehicle Setting	Lane and Lighting	"If $Rain_Sensor$ = [Present], the HMI shall display the Rain Sensing Wipers customer setting to allow the customer to modify the setting.

(select the ""Rain Sensing Wipers"" customer setting and check that its value can be changed -> The value of the ""Rain Sensing Wipers"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Rain_Sensor$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rain Sensing Wipers"" customer setting is displayed
4. Select the ""Rain Sensing Wipers"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rain Sensing Wipers"" customer setting is displayed
4. The value of the ""Rain Sensing Wipers"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5646	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
480	504	vf230_batch05.json	Rear Seat Reminder	SWE1-VC-RearSeatReminder-056	Vehicle Setting	Approach and Tailgate	"When the LTM or ETM receives the value via signal, $IPC_VEHICLE_SETUP2.FOA_Alert_Type$, Then the LTM or ETM shall update the Rear Seat Reminder setting information on the display within the defined system response time.

(read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Off -> The Rear Seat Reminder setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.FOA_Alert_Type = one of [0 (Off), 1 (Cluster_Warning), 2 (Cluster_SMS_Warning)]	"1. Send CAN: IPC_VEHICLE_SETUP2.FOA_Alert_Type = 1 (Cluster_Warning)
2. Send CAN: IPC_VEHICLE_SETUP2.FOA_Alert_Type = 0 (Off)
3. Read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Off"	"1. IPC_VEHICLE_SETUP2.FOA_Alert_Type = 1 (Cluster_Warning) is sent
2. IPC_VEHICLE_SETUP2.FOA_Alert_Type = 0 (Off) is sent
3. The Rear Seat Reminder setting is displayed as Off"	VF230_V1_PDT27_VF_6578	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
481	505	vf230_batch05.json	Park Sense Front Volume	SWE1-VC-ParkSenseFrontVolume-082	Vehicle Setting	Driver Convenience	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Low -> The Park Sense Front Volume setting is displayed as Low)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.PamChimeVolumeFront = one of [0 (Low), 1 (Medium), 2 (High)]	"1. Send CAN: IPC_VEHICLE_SETUP.PamChimeVolumeFront = 1 (Medium)
2. Send CAN: IPC_VEHICLE_SETUP.PamChimeVolumeFront = 0 (Low)
3. Read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Low"	"1. IPC_VEHICLE_SETUP.PamChimeVolumeFront = 1 (Medium) is sent
2. IPC_VEHICLE_SETUP.PamChimeVolumeFront = 0 (Low) is sent
3. The Park Sense Front Volume setting is displayed as Low"	VF230_V1_PHDCC27_VF_5758	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP.PamChimeVolumeFront signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP.PamChimeVolumeFront signal will be received is not clear"	
482	506	vf230_batch05.json	Engine Off Power Delay	SWE1-VC-EngineOffPowerDelay-048	Vehicle Setting	Suspension and Comfort	"HMI receives the value as [Five_Min] via signal, $TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req$ Then HMI shall display the Engine Off Power Delay status as 5 Minutes.

(read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Five_Min -> The Engine Off Power Delay setting is displayed as Five_Min)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Engine Off Power Delay"" customer setting is set to Zero"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Engine Off Power Delay"" customer setting to Five_Min and check that TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 2 (Five_Min) is transmitted
3. Read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Five_Min"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 2 (Five_Min) is sent
3. The Engine Off Power Delay setting is displayed as Five_Min"	VF230_V1_PDT27_VF_5813	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
483	507	vf230_batch05.json	Rear Seat Reminder	SWE1-VC-RearSeatReminder-057	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Cluster_Warning] via signal, $TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req$, Then the HMI shall display the Rear Seat Reminder setting as Cluster Warning.

(read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Cluster_Warning -> The Rear Seat Reminder setting is displayed as Cluster_Warning)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rear Seat Reminder"" customer setting is set to Off"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rear Seat Reminder"" customer setting to Cluster_Warning and check that TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req = 1 (Cluster_Warning) is transmitted
3. Read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Cluster_Warning"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req = 1 (Cluster_Warning) is sent
3. The Rear Seat Reminder setting is displayed as Cluster_Warning"	VF230_V1_PDT27_VF_8217	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
484	508	vf230_batch05.json	Auto High Beam	SWE1-VC-AutoHighBeam-084	Vehicle Setting	Driver Convenience	"If $AHBM_Feature_Menu$ = [Absent], the LTM or ETM shall not display the Auto High Beam customer setting.

(read the Vehicle Settings menu and check that the ""Auto High Beam"" customer setting is not displayed -> The ""Auto High Beam"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $AHBM_Feature_Menu$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Auto High Beam"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Auto High Beam"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_2319	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
485	509	vf230_batch05.json	Engine Off Power Delay	SWE1-VC-EngineOffPowerDelay-049	Vehicle Setting	Suspension and Comfort	"HMI receives the value as [Ten_Min] via signal, $TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req$ Then HMI shall display the Engine Off Power Delay status as 10 Minutes.

(read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Ten_Min -> The Engine Off Power Delay setting is displayed as Ten_Min)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Engine Off Power Delay"" customer setting is set to Zero"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Engine Off Power Delay"" customer setting to Ten_Min and check that TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 3 (Ten_Min) is transmitted
3. Read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Ten_Min"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 3 (Ten_Min) is sent
3. The Engine Off Power Delay setting is displayed as Ten_Min"	VF230_V1_PDT27_VF_5814	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
486	510	vf230_batch05.json	Auto High Beam	SWE1-VC-AutoHighBeam-085	Vehicle Setting	Driver Convenience	"If $AHBM_Feature_Menu$ = [Present], the LTM or ETM shall display the Auto High Beam customer setting to allow the customer the ability to modify the setting.

(select the ""Auto High Beam"" customer setting and check that its value can be changed -> The value of the ""Auto High Beam"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $AHBM_Feature_Menu$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Auto High Beam"" customer setting is displayed
4. Select the ""Auto High Beam"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Auto High Beam"" customer setting is displayed
4. The value of the ""Auto High Beam"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5760	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
487	511	vf230_batch05.json	Rain Sensing Wipers	SWE1-VC-RainSensingWipers-058	Vehicle Setting	Lane and Lighting	"The HW Supplier / ECU shall send the updated Rain Sensing Wipers status via the IPC_VEHICLE_SETUP.RainSensorLevel signal.

(read the Vehicle Settings menu and check that the Rain Sensing Wipers setting is displayed as Not_Enable -> The Rain Sensing Wipers setting is displayed as Not_Enable)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.RainSensorLevel = one of [0 (Not_Enable), 1 (Enable)]	"1. Send CAN: IPC_VEHICLE_SETUP.RainSensorLevel = 1 (Enable)
2. Send CAN: IPC_VEHICLE_SETUP.RainSensorLevel = 0 (Not_Enable)
3. Read the Vehicle Settings menu and check that the Rain Sensing Wipers setting is displayed as Not_Enable"	"1. IPC_VEHICLE_SETUP.RainSensorLevel = 1 (Enable) is sent
2. IPC_VEHICLE_SETUP.RainSensorLevel = 0 (Not_Enable) is sent
3. The Rain Sensing Wipers setting is displayed as Not_Enable"	VF230_V1_PHDCC27_VF_5649	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
488	512	vf230_batch05.json	Engine Off Power Delay	SWE1-VC-EngineOffPowerDelay-050	Vehicle Setting	Suspension and Comfort	"When the LTM or ETM receives the value via signal, $IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay$, the LTM or ETM shall update the Engine Off Power Delay setting status information on the display within the defined system response time.

(read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Zero -> The Engine Off Power Delay setting is displayed as Zero)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay = one of [0 (Zero), 1 (Fourty_Five_Sec), 2 (Five_Min), 3 (Ten_Min)]	"1. Send CAN: IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay = 1 (Fourty_Five_Sec)
2. Send CAN: IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay = 0 (Zero)
3. Read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Zero"	"1. IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay = 1 (Fourty_Five_Sec) is sent
2. IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay = 0 (Zero) is sent
3. The Engine Off Power Delay setting is displayed as Zero"	VF230_V1_PDT27_VF_5815	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
489	513	vf230_batch05.json	RKE Linked to Memory	SWE1-VC-RKELinkedtoMemory-090	Vehicle Setting	Driver Convenience	"If $Memory_System$ = [Absent], the LTM or ETM shall not display the RKE Linked to Memory customer setting.

(read the Vehicle Settings menu and check that the ""RKE Linked to Memory"" customer setting is not displayed -> The ""RKE Linked to Memory"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Memory_System$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""RKE Linked to Memory"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""RKE Linked to Memory"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_2337	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
490	514	vf230_batch05.json	Hill Start Assist	SWE1-VC-HillStartAssist-052	Vehicle Setting	Suspension and Comfort	"When the HMI receives the value as Absent via signal, $Hill_Start_Menu_Presence$, then the HMI shall not display the Hill Start Assist customer setting in the Vehicle Settings menu.

(read the Vehicle Settings menu and check that the ""Hill Start Assist"" customer setting is not displayed -> The ""Hill Start Assist"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Hill_Start_Menu_Presence$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Hill Start Assist"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Hill Start Assist"" customer setting is not displayed"	VF230_V1_PDT27_VF_3532	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
491	515	vf230_batch05.json	RKE Linked to Memory	SWE1-VC-RKELinkedtoMemory-091	Vehicle Setting	Driver Convenience	"If $Memory_System$ = [Present], the LTM or ETM shall display the RKE Linked to Memory customer setting to allow the customer the ability to modify the setting.

(select the ""RKE Linked to Memory"" customer setting and check that its value can be changed -> The value of the ""RKE Linked to Memory"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Memory_System$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""RKE Linked to Memory"" customer setting is displayed
4. Select the ""RKE Linked to Memory"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""RKE Linked to Memory"" customer setting is displayed
4. The value of the ""RKE Linked to Memory"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5772	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
